Invoice ID,Branch,City,Customer type,Gender,Product line,Unit price,Quantity,Tax 5%,Date,Time,Payment,cogs,Rating
285-68-5083,D,Red Deer,Member,Female,Sports and travel,24.74,3.0,3.711,2019-02-15,17:47:00,Credit card,74.22,10.0
372-94-8041,B,Calgary,Non-member,Male,Health and beauty,15.26,6.0,4.578,2019-02-15,18:03:00,Ewallet,91.56,10.0
873-95-4984,C,Edmonton,Member,Female,Health and beauty,76.9,7.0,26.915,2019-02-15,20:21:00,Cash,538.3,2.0
400-80-4065,D,Red Deer,Member,Male,Health and beauty,68.55,4.0,13.71,2019-02-15,20:21:00,Credit card,274.2,9.0
431-66-2305,C,Edmonton,Non-member,Female,Electronic accessories,88.25,9.0,39.7125,2019-02-15,20:51:00,Credit card,794.25,3.0
873-14-6353,A,Calgary,Member,Male,Food and beverages,24.82,7.0,8.687,2019-02-16,10:33:00,Credit card,173.74,
895-03-6665,C,Edmonton,Non-member,Female,Fashion accessories,36.51,9.0,16.4295,2019-02-16,10:52:00,Cash,328.59,4.0
241-72-9525,C,Edmonton,Non-member,Male,Sports and travel,51.91,10.0,25.955,2019-02-16,12:21:00,Cash,519.1,
408-66-6712,D,Red Deer,Member,Female,Health and beauty,47.71,6.0,14.313,2019-02-16,14:19:00,Ewallet,286.26,4.0
598-06-7312,C,Edmonton,Member,Male,Fashion accessories,91.35,1.0,4.5675,2019-02-16,15:42:00,Cash,91.35,7.0
273-84-2164,D,Red Deer,Member,Male,Electronic accessories,12.05,5.0,3.0125,2019-02-16,15:53:00,Ewallet,60.25,
587-03-7455,D,Red Deer,Member,Female,Fashion accessories,97.79,7.0,34.2265,2019-02-16,17:30:00,Ewallet,684.53,5.0
133-77-3154,C,Edmonton,Member,Male,Fashion accessories,60.18,4.0,12.036,2019-02-16,18:04:00,Credit card,240.72,9.0
612-36-5536,A,Calgary,Member,Male,Food and beverages,80.96,8.0,32.384,2019-02-17,11:12:00,Credit card,647.68,7.0
636-48-8204,B,Calgary,Non-member,Male,Electronic accessories,34.56,5.0,8.64,2019-02-17,11:15:00,Ewallet,172.8,10.0
788-21-5741,B,Calgary,Non-member,,Fashion accessories,45.38,3.0,6.807,2019-02-17,13:34:00,Credit card,136.14,7.0
590-83-4591,C,Edmonton,Member,Male,Electronic accessories,87.45,6.0,26.235,2019-02-17,14:40:00,Credit card,524.7,
785-96-0615,C,Edmonton,Member,,Electronic accessories,35.74,8.0,14.296,2019-02-17,15:28:00,Ewallet,285.92,5.0
131-70-8179,B,Calgary,Member,Female,Health and beauty,92.09,3.0,13.8135,2019-02-17,16:27:00,Cash,276.27,
201-63-8275,D,Red Deer,Member,Female,Sports and travel,67.99,7.0,23.7965,2019-02-17,16:50:00,Ewallet,475.93,6.0
803-17-8013,A,Calgary,Member,Female,Home and lifestyle,88.79,8.0,35.516,2019-02-17,17:09:00,Cash,710.32,4.0
634-97-8956,B,Calgary,Non-member,Male,Food and beverages,32.9,3.0,4.935,2019-02-17,17:27:00,Credit card,98.7,9.0
389-25-3394,D,Red Deer,Non-member,Male,Electronic accessories,11.81,5.0,2.9525,2019-02-17,18:06:00,Cash,59.05,9.0
123-35-4896,D,Red Deer,Non-member,Female,Sports and travel,46.66,9.0,20.997,2019-02-17,19:11:00,Ewallet,419.94,
827-77-7633,B,Calgary,Non-member,Male,Sports and travel,98.09,9.0,44.1405,2019-02-17,19:41:00,Cash,882.81,9.0
420-11-4919,D,Red Deer,Member,Female,Food and beverages,71.39,5.0,17.8475,2019-02-17,19:57:00,Credit card,356.95,6.0
652-49-6720,D,Red Deer,Member,Female,Electronic accessories,60.95,1.0,3.0475,2019-02-18,11:40:00,Ewallet,60.95,6.0
849-09-3807,A,Calgary,Member,Female,Fashion accessories,88.34,7.0,30.919,2019-02-18,13:28:00,Cash,618.38,7.0
764-44-8999,C,Edmonton,Non-member,Female,Health and beauty,14.76,2.0,1.476,2019-02-18,14:42:00,Ewallet,29.52,
354-39-5160,A,Calgary,Member,Female,Home and lifestyle,34.42,6.0,10.326,2019-02-18,15:39:00,Cash,206.52,
787-15-1757,D,Red Deer,Member,,Health and beauty,44.07,4.0,8.814,2019-02-18,16:28:00,Ewallet,176.28,8.0
597-78-7908,A,Calgary,Non-member,Male,Food and beverages,90.22,3.0,13.533,2019-02-18,19:39:00,Cash,270.66,6.0
278-97-7759,A,Calgary,Member,Female,Electronic accessories,62.48,1.0,3.124,2019-02-18,20:29:00,Cash,62.48,10.0
409-33-9708,B,Calgary,Non-member,Female,Fashion accessories,98.48,2.0,9.848,2019-02-19,10:12:00,Ewallet,196.96,9.0
886-77-9084,D,Red Deer,Non-member,Male,Electronic accessories,71.89,8.0,28.756,2019-02-19,11:33:00,Ewallet,575.12,6.0
449-16-6770,A,Calgary,Non-member,Male,Health and beauty,50.79,5.0,12.6975,2019-02-19,14:53:00,Credit card,253.95,
384-59-6655,A,Calgary,Member,Female,Food and beverages,98.66,9.0,44.397,2019-02-19,15:07:00,Cash,887.94,9.0
183-21-3799,D,Red Deer,Non-member,Female,Electronic accessories,77.63,9.0,34.9335,2019-02-19,15:14:00,Ewallet,698.67,
272-27-9238,A,Calgary,Non-member,Female,Food and beverages,41.24,4.0,8.248,2019-02-19,16:23:00,Cash,164.96,7.0
629-42-4133,D,Red Deer,Non-member,Male,Health and beauty,21.8,8.0,8.72,2019-02-19,19:24:00,Cash,174.4,8.0
752-23-3760,C,Edmonton,Member,Female,Sports and travel,64.08,7.0,22.428,2019-02-19,19:29:00,Credit card,448.56,
868-06-0466,B,Calgary,Member,Male,Electronic accessories,69.58,9.0,31.311,2019-02-19,19:38:00,Credit card,626.22,8.0
554-53-8700,D,Red Deer,Member,Male,Home and lifestyle,56.11,2.0,5.611,2019-02-02,10:11:00,Cash,112.22,6.0
717-96-4189,D,Red Deer,Non-member,Female,Electronic accessories,35.49,6.0,10.647,2019-02-02,12:40:00,Cash,212.94,4.0
376-56-3573,D,Red Deer,Non-member,Female,Fashion accessories,95.42,4.0,19.084,2019-02-02,13:23:00,Ewallet,381.68,6.0
756-93-1854,D,Red Deer,Member,Female,Fashion accessories,83.35,2.0,8.335,2019-02-02,14:05:00,Credit card,166.7,10.0
845-51-0542,C,Edmonton,Member,Male,Food and beverages,46.55,9.0,20.9475,2019-02-02,15:34:00,Ewallet,418.95,6.0
420-18-8989,A,Calgary,Member,Female,Sports and travel,51.52,8.0,20.608,2019-02-02,15:47:00,Cash,412.16,10.0
390-17-5806,D,Red Deer,Member,Female,Food and beverages,38.42,1.0,1.921,2019-02-02,16:33:00,Cash,38.42,9.0
405-31-3305,A,Calgary,Member,Male,Fashion accessories,43.13,10.0,21.565,2019-02-02,18:31:00,Credit card,431.3,6.0
376-02-8238,C,Edmonton,Non-member,Male,Home and lifestyle,93.87,8.0,37.548,2019-02-02,18:42:00,Credit card,750.96,8.0
382-03-4532,B,Calgary,Member,Female,Health and beauty,18.33,1.0,0.9165,2019-02-02,18:50:00,Cash,18.33,4.0
201-86-2184,C,Edmonton,Member,,Electronic accessories,26.26,7.0,9.191,2019-02-02,19:40:00,Cash,183.82,10.0
541-08-3113,D,Red Deer,Non-member,Male,Food and beverages,65.97,8.0,26.388,2019-02-02,20:29:00,Cash,527.76,8.0
418-05-0656,C,Edmonton,Non-member,Female,Food and beverages,25.56,7.0,8.946,2019-02-02,20:42:00,Cash,178.92,7.0
642-32-2990,A,Calgary,Non-member,Female,Food and beverages,10.96,10.0,5.48,2019-02-02,20:48:00,Ewallet,109.6,
779-42-2410,C,Edmonton,Member,Male,Food and beverages,57.74,3.0,8.661,2019-02-20,13:06:00,Ewallet,173.22,8.0
848-95-6252,A,Calgary,Member,Female,Home and lifestyle,86.27,1.0,,2019-02-20,13:24:00,Ewallet,86.27,7.0
692-92-5582,C,Edmonton,Member,Female,Food and beverages,54.84,3.0,8.226,2019-02-20,13:27:00,Credit card,164.52,3.0
311-13-6971,C,Edmonton,Member,Male,Sports and travel,31.99,10.0,15.995,2019-02-20,15:18:00,Credit card,319.9,10.0
548-46-9322,C,Edmonton,Non-member,,Food and beverages,39.9,10.0,19.95,2019-02-20,15:24:00,Credit card,399.0,6.0
546-80-2899,A,Calgary,Member,Male,Home and lifestyle,37.69,2.0,3.769,2019-02-20,15:29:00,Ewallet,75.38,10.0
782-95-9291,A,Calgary,Member,Male,Food and beverages,92.29,5.0,23.0725,2019-02-20,15:55:00,Credit card,461.45,9.0
725-56-0833,A,Calgary,Non-member,,Health and beauty,32.32,10.0,16.16,2019-02-20,16:49:00,Credit card,323.2,
498-41-1961,C,Edmonton,Non-member,Male,Health and beauty,66.68,5.0,16.67,2019-02-20,18:01:00,Cash,333.4,
458-61-0011,C,Edmonton,Non-member,Male,Food and beverages,60.3,4.0,12.06,2019-02-20,18:43:00,Cash,241.2,6.0
389-70-2397,D,Red Deer,Non-member,Female,Health and beauty,83.66,5.0,20.915,2019-02-21,10:26:00,Cash,418.3,
714-02-3114,D,Red Deer,Non-member,Female,Sports and travel,98.8,2.0,9.88,2019-02-21,11:39:00,Cash,197.6,8.0
279-62-1445,D,Red Deer,Member,Female,Fashion accessories,12.54,1.0,0.627,2019-02-21,12:38:00,Cash,12.54,
503-21-4385,C,Edmonton,Member,Male,Health and beauty,39.91,3.0,5.9865,2019-02-21,12:40:00,Ewallet,119.73,9.0
319-74-2561,B,Calgary,Member,Female,Electronic accessories,94.64,3.0,14.196,2019-02-21,16:55:00,Cash,283.92,6.0
269-04-5750,C,Edmonton,Member,Male,Fashion accessories,73.82,4.0,14.764,2019-02-21,18:31:00,Cash,295.28,7.0
488-25-4221,D,Red Deer,Member,Female,Food and beverages,30.41,1.0,1.5205,2019-02-22,10:36:00,Credit card,30.41,8.0
831-64-0259,C,Edmonton,Non-member,Female,Food and beverages,39.75,5.0,9.9375,2019-02-22,10:43:00,Ewallet,198.75,2.0
582-52-8065,C,Edmonton,Non-member,Female,Fashion accessories,54.31,9.0,24.4395,2019-02-22,10:49:00,Cash,488.79,9.0
777-67-2495,C,Edmonton,Non-member,Male,Home and lifestyle,68.97,3.0,10.3455,2019-02-22,11:26:00,Ewallet,206.91,
838-02-1821,D,Red Deer,Member,Female,Home and lifestyle,12.73,2.0,1.273,2019-02-22,12:10:00,Credit card,25.46,5.0
807-14-7833,A,Calgary,Member,Female,Electronic accessories,17.42,10.0,8.71,2019-02-22,12:30:00,Ewallet,174.2,
864-24-7918,B,Calgary,Member,Female,Sports and travel,24.49,10.0,12.245,2019-02-22,15:15:00,Cash,244.9,
347-56-2442,A,Calgary,Non-member,Male,Home and lifestyle,65.82,1.0,3.291,2019-02-22,15:33:00,Cash,65.82,
743-88-1662,D,Red Deer,Non-member,Male,Sports and travel,95.49,7.0,33.4215,2019-02-22,18:17:00,Ewallet,668.43,
837-55-7229,C,Edmonton,Non-member,Female,Fashion accessories,47.44,1.0,2.372,2019-02-22,18:19:00,Credit card,47.44,2.0
690-01-6631,C,Edmonton,Non-member,Male,Fashion accessories,17.49,10.0,8.745,2019-02-22,18:35:00,Ewallet,174.9,7.0
831-81-6575,C,Edmonton,Member,Female,Electronic accessories,75.59,9.0,34.0155,2019-02-23,11:12:00,Cash,680.31,8.0
396-90-2219,C,Edmonton,Non-member,,Electronic accessories,14.96,8.0,5.984,2019-02-23,12:29:00,Cash,119.68,3.0
729-46-7422,D,Red Deer,Non-member,Male,Food and beverages,35.89,1.0,1.7945,2019-02-23,16:52:00,Credit card,35.89,8.0
274-05-5470,B,Calgary,Member,Female,Food and beverages,73.47,4.0,14.694,2019-02-23,18:30:00,Cash,293.88,
787-56-0757,D,Red Deer,Member,Female,Food and beverages,80.36,4.0,16.072,2019-02-23,18:45:00,Credit card,321.44,8.0
503-07-0930,D,Red Deer,Member,Male,Sports and travel,58.39,7.0,20.4365,2019-02-23,19:49:00,Credit card,408.73,8.0
695-09-5146,C,Edmonton,Member,Female,Food and beverages,98.79,3.0,14.8185,2019-02-23,20:00:00,Ewallet,296.37,6.0
190-14-3147,C,Edmonton,Non-member,Female,Health and beauty,17.97,4.0,3.594,2019-02-23,20:43:00,Ewallet,71.88,6.0
186-43-8965,A,Calgary,Member,Female,Home and lifestyle,47.68,2.0,4.768,2019-02-24,10:10:00,Credit card,95.36,4.0
803-83-5989,D,Red Deer,Non-member,Male,Home and lifestyle,55.73,6.0,16.719,2019-02-24,10:55:00,Ewallet,334.38,7.0
315-22-5665,D,Red Deer,Non-member,Female,Home and lifestyle,73.56,10.0,36.78,2019-02-24,11:38:00,Ewallet,735.6,8.0
692-27-8933,C,Edmonton,Non-member,Female,Sports and travel,57.95,6.0,17.385,2019-02-24,13:02:00,Cash,347.7,5.0
516-77-6464,D,Red Deer,Member,Female,Health and beauty,10.16,5.0,2.54,2019-02-24,13:08:00,Ewallet,50.8,4.0
365-16-4334,C,Edmonton,Non-member,Female,Food and beverages,26.43,8.0,10.572,2019-02-24,14:26:00,Ewallet,211.44,9.0
740-11-5257,D,Red Deer,Non-member,Male,Electronic accessories,24.74,10.0,12.37,2019-02-24,16:44:00,Cash,247.4,7.0
380-60-5336,A,Calgary,Non-member,Female,Electronic accessories,40.26,10.0,20.13,2019-02-24,18:06:00,Credit card,402.6,5.0
242-11-3142,C,Edmonton,Member,Male,Fashion accessories,83.77,2.0,8.377,2019-02-24,19:57:00,Cash,167.54,
300-71-4605,A,Calgary,Member,Male,Electronic accessories,86.04,5.0,21.51,2019-02-25,11:24:00,Ewallet,430.2,5.0
866-70-2814,C,Edmonton,Non-member,Female,Electronic accessories,52.79,10.0,26.395,2019-02-25,11:58:00,Ewallet,527.9,10.0
574-80-1489,C,Edmonton,Member,Female,Food and beverages,62.85,4.0,12.57,2019-02-25,13:22:00,Ewallet,251.4,9.0
505-02-0892,C,Edmonton,Member,Male,Health and beauty,42.57,8.0,17.028,2019-02-25,14:12:00,Ewallet,340.56,
355-53-5943,A,Calgary,Member,Female,Electronic accessories,68.84,6.0,20.652,2019-02-25,14:36:00,Ewallet,413.04,6.0
735-06-4124,A,Calgary,Non-member,Male,Food and beverages,48.61,1.0,2.4305,2019-02-25,15:31:00,Cash,48.61,
719-89-8991,A,Calgary,Member,Female,Sports and travel,91.41,5.0,22.8525,2019-02-25,16:03:00,Ewallet,457.05,7.0
275-28-0149,B,Calgary,Non-member,Male,Sports and travel,63.69,1.0,3.1845,2019-02-25,16:21:00,Cash,63.69,
511-54-3087,C,Edmonton,Non-member,Male,Sports and travel,88.45,1.0,4.4225,2019-02-25,16:36:00,Credit card,88.45,10.0
308-81-0538,B,Calgary,Non-member,Female,Fashion accessories,73.05,4.0,14.61,2019-02-25,17:16:00,Credit card,292.2,5.0
834-83-1826,C,Edmonton,Member,Female,Home and lifestyle,82.04,5.0,20.51,2019-02-25,17:16:00,Credit card,410.2,8.0
636-17-0325,C,Edmonton,Non-member,Male,Health and beauty,62.57,4.0,12.514,2019-02-25,18:37:00,Cash,250.28,10.0
459-45-2396,A,Calgary,Member,Female,Food and beverages,99.6,3.0,14.94,2019-02-25,18:45:00,Cash,298.8,6.0
871-79-8483,C,Edmonton,Non-member,Male,Fashion accessories,94.13,5.0,23.5325,2019-02-25,19:39:00,Credit card,470.65,5.0
608-05-3804,C,Edmonton,Member,Male,Electronic accessories,39.75,1.0,1.9875,2019-02-25,20:19:00,Cash,39.75,6.0
502-05-1910,A,Calgary,Non-member,Male,Health and beauty,65.18,3.0,9.777,2019-02-25,20:35:00,Credit card,195.54,6.0
466-61-5506,C,Edmonton,Member,Female,Electronic accessories,90.7,6.0,27.21,2019-02-26,10:52:00,Cash,544.2,2.0
437-53-3084,C,Edmonton,Non-member,Male,Fashion accessories,99.89,2.0,9.989,2019-02-26,11:48:00,Ewallet,199.78,
707-32-7409,C,Edmonton,Member,Female,Sports and travel,95.54,4.0,19.108,2019-02-26,11:58:00,Ewallet,382.16,4.0
702-72-0487,B,Calgary,Non-member,Female,Electronic accessories,46.61,2.0,4.661,2019-02-26,12:28:00,Credit card,93.22,7.0
518-71-6847,C,Edmonton,Member,Male,Food and beverages,26.6,6.0,7.98,2019-02-26,15:10:00,Ewallet,159.6,5.0
477-24-6490,C,Edmonton,Non-member,Female,Health and beauty,99.71,6.0,29.913,2019-02-26,16:52:00,Ewallet,598.26,8.0
491-38-3499,B,Calgary,Member,Male,Fashion accessories,55.45,1.0,2.7725,2019-02-26,17:46:00,Credit card,55.45,5.0
154-74-7179,C,Edmonton,Non-member,Male,Sports and travel,54.45,1.0,2.7225,2019-02-26,19:24:00,Ewallet,54.45,8.0
649-11-3678,D,Red Deer,Non-member,Female,Food and beverages,22.93,9.0,10.3185,2019-02-26,20:26:00,Cash,206.37,6.0
250-81-7186,D,Red Deer,Non-member,Female,Electronic accessories,99.69,1.0,4.9845,2019-02-27,10:23:00,Credit card,99.69,8.0
400-45-1220,C,Edmonton,Non-member,Female,Health and beauty,13.5,10.0,6.75,2019-02-27,11:06:00,Credit card,135.0,5.0
243-55-8457,A,Calgary,Non-member,Female,Food and beverages,74.44,10.0,37.22,2019-02-27,11:40:00,Ewallet,744.4,5.0
105-10-6182,B,Calgary,Member,Male,Food and beverages,21.48,2.0,2.148,2019-02-27,12:22:00,Ewallet,42.96,7.0
263-12-5321,A,Calgary,Member,Male,Electronic accessories,92.6,7.0,32.41,2019-02-27,12:52:00,Credit card,648.2,9.0
605-72-4132,D,Red Deer,Non-member,Female,Food and beverages,94.47,8.0,37.788,2019-02-27,15:12:00,Cash,755.76,9.0
135-84-8019,B,Calgary,Non-member,Female,Fashion accessories,77.93,9.0,35.0685,2019-02-27,16:10:00,Ewallet,701.37,8.0
370-41-7321,C,Edmonton,Member,Male,Health and beauty,56.69,9.0,25.5105,2019-02-27,17:24:00,Credit card,510.21,8.0
741-73-3559,C,Edmonton,Non-member,Male,Sports and travel,67.27,5.0,16.8175,2019-02-27,17:27:00,Cash,336.35,7.0
665-63-9737,C,Edmonton,Non-member,Male,Fashion accessories,52.42,3.0,7.863,2019-02-27,17:36:00,Ewallet,157.26,8.0
318-68-5053,C,Edmonton,Non-member,Female,Health and beauty,76.99,6.0,23.097,2019-02-27,17:55:00,Cash,461.94,6.0
250-17-5703,B,Calgary,Member,Male,Food and beverages,18.85,10.0,9.425,2019-02-27,18:24:00,Ewallet,188.5,6.0
191-29-0321,C,Edmonton,Member,Female,Fashion accessories,19.77,10.0,9.885,2019-02-27,18:57:00,Credit card,197.7,
759-98-4285,D,Red Deer,Member,Female,Health and beauty,85.87,7.0,30.0545,2019-02-27,19:01:00,Credit card,601.09,8.0
709-58-4068,C,Edmonton,Non-member,Female,Fashion accessories,41.09,10.0,20.545,2019-02-28,14:42:00,Cash,410.9,7.0
291-59-1384,C,Edmonton,Non-member,Male,Electronic accessories,60.3,1.0,3.015,2019-02-28,17:38:00,Cash,60.3,
142-72-4741,D,Red Deer,Member,Male,Fashion accessories,93.2,2.0,9.32,2019-02-28,18:37:00,Credit card,186.4,6.0
399-46-5918,D,Red Deer,Non-member,Female,Electronic accessories,85.98,8.0,34.392,2019-02-28,19:01:00,Cash,687.84,
635-28-5728,A,Calgary,Non-member,Male,Health and beauty,56.0,3.0,8.4,2019-02-28,19:33:00,Ewallet,168.0,5.0
786-94-2700,A,Calgary,Member,Male,Food and beverages,80.62,6.0,24.186,2019-02-28,20:18:00,Cash,483.72,9.0
326-71-2155,D,Red Deer,Non-member,Female,Sports and travel,73.95,4.0,14.79,2019-02-03,10:02:00,Cash,295.8,
326-78-5178,D,Red Deer,Member,Male,Food and beverages,91.4,7.0,31.99,2019-02-03,10:19:00,Cash,639.8,
585-86-8361,B,Calgary,Non-member,Female,Food and beverages,27.28,5.0,6.82,2019-02-03,10:31:00,Credit card,136.4,9.0
443-59-0061,A,Calgary,Member,Male,Food and beverages,67.45,10.0,33.725,2019-02-03,11:25:00,Ewallet,674.5,
322-02-2271,C,Edmonton,Non-member,Female,Sports and travel,42.97,3.0,6.4455,2019-02-03,11:46:00,Cash,128.91,9.0
347-34-2234,C,Edmonton,Member,Female,Sports and travel,55.07,9.0,24.7815,2019-02-03,13:40:00,Ewallet,495.63,10.0
190-59-3964,C,Edmonton,Member,Male,Food and beverages,47.16,5.0,11.79,2019-02-03,14:35:00,Credit card,235.8,
430-60-3493,A,Calgary,Member,Female,Home and lifestyle,94.88,7.0,33.208,2019-02-03,14:38:00,Cash,664.16,4.0
639-76-1242,D,Red Deer,Non-member,Male,Food and beverages,40.52,5.0,10.13,2019-02-03,15:19:00,Cash,202.6,4.0
277-63-2961,C,Edmonton,Member,Male,Sports and travel,73.97,1.0,3.6985,2019-02-03,15:53:00,Credit card,73.97,5.0
566-71-1091,A,Calgary,Non-member,Male,Fashion accessories,77.02,5.0,19.255,2019-02-03,15:59:00,Cash,385.1,6.0
718-57-9773,D,Red Deer,Non-member,Female,Sports and travel,49.33,10.0,24.665,2019-02-03,16:40:00,Credit card,493.3,9.0
742-04-5161,A,Calgary,Member,Male,Home and lifestyle,72.78,10.0,36.39,2019-02-03,17:24:00,Cash,727.8,7.0
676-10-2200,C,Edmonton,Member,Male,Fashion accessories,53.78,1.0,2.689,2019-02-03,20:13:00,Ewallet,53.78,5.0
745-71-3520,A,Calgary,Member,Female,Electronic accessories,25.22,7.0,8.827,2019-02-04,10:23:00,Cash,176.54,8.0
441-94-7118,A,Calgary,Member,Male,Electronic accessories,71.95,1.0,3.5975,2019-02-04,12:14:00,Cash,71.95,7.0
268-20-3585,D,Red Deer,Non-member,Female,Health and beauty,13.85,9.0,6.2325,2019-02-04,12:50:00,Ewallet,124.65,
627-95-3243,C,Edmonton,Member,Female,Home and lifestyle,77.68,9.0,34.956,2019-02-04,13:21:00,Ewallet,699.12,10.0
236-86-3015,D,Red Deer,Member,Male,Home and lifestyle,13.98,1.0,0.699,2019-02-04,13:38:00,Ewallet,13.98,10.0
518-17-2983,A,Calgary,Non-member,Female,Fashion accessories,48.63,4.0,9.726,2019-02-04,15:44:00,Ewallet,194.52,8.0
404-91-5964,A,Calgary,Non-member,Male,Electronic accessories,74.58,7.0,26.103,2019-02-04,16:09:00,Credit card,522.06,10.0
695-28-6250,B,Calgary,Non-member,Female,Sports and travel,43.06,5.0,10.765,2019-02-04,16:38:00,Ewallet,215.3,8.0
434-35-9162,C,Edmonton,Member,Male,Food and beverages,23.34,4.0,4.668,2019-02-04,18:53:00,Ewallet,93.36,
198-66-9832,C,Edmonton,Member,Female,Food and beverages,72.04,2.0,7.204,2019-02-04,19:38:00,Cash,144.08,
151-33-7434,C,Edmonton,Non-member,Female,Food and beverages,67.77,1.0,3.3885,2019-02-04,20:43:00,Credit card,67.77,6.0
729-09-9681,A,Calgary,Member,,Home and lifestyle,25.91,6.0,7.773,2019-02-05,10:16:00,Ewallet,155.46,9.0
409-49-6995,A,Calgary,Member,Female,Food and beverages,47.27,6.0,14.181,2019-02-05,10:17:00,Cash,283.62,9.0
210-67-5886,D,Red Deer,Member,Female,Health and beauty,98.21,3.0,14.7315,2019-02-05,10:41:00,Credit card,294.63,8.0
479-26-8945,C,Edmonton,Member,Female,Sports and travel,16.49,2.0,1.649,2019-02-05,11:32:00,Ewallet,32.98,2.0
880-35-0356,A,Calgary,Member,Female,Sports and travel,75.2,3.0,11.28,2019-02-05,11:51:00,Ewallet,225.6,5.0
210-57-1719,C,Edmonton,Non-member,Female,Health and beauty,58.24,9.0,26.208,2019-02-05,12:34:00,Cash,524.16,2.0
307-04-2070,B,Calgary,Member,Female,Fashion accessories,30.62,1.0,1.531,2019-02-05,14:14:00,Credit card,30.62,4.0
374-17-3652,C,Edmonton,Member,Female,Food and beverages,42.82,9.0,19.269,2019-02-05,15:26:00,Credit card,385.38,
324-92-3863,B,Calgary,Member,Male,Electronic accessories,20.89,2.0,2.089,2019-02-05,18:45:00,Cash,41.78,10.0
181-94-6432,D,Red Deer,Member,Male,Fashion accessories,69.33,2.0,6.933,2019-02-05,19:05:00,Ewallet,138.66,10.0
325-89-4209,B,Calgary,Member,Male,Food and beverages,87.9,1.0,4.395,2019-02-05,19:42:00,Ewallet,87.9,7.0
338-65-2210,D,Red Deer,Member,Female,Health and beauty,68.6,10.0,34.3,2019-02-05,19:57:00,Cash,686.0,
471-06-8611,D,Red Deer,Non-member,Female,Food and beverages,52.42,1.0,2.621,2019-02-06,10:22:00,Credit card,52.42,6.0
183-56-6882,D,Red Deer,Member,Female,Food and beverages,99.42,4.0,19.884,2019-02-06,10:42:00,Ewallet,397.68,
609-81-8548,A,Calgary,Member,Female,Home and lifestyle,37.44,6.0,11.232,2019-02-06,13:55:00,Credit card,224.64,6.0
149-14-0304,D,Red Deer,Member,Female,Health and beauty,28.5,8.0,11.4,2019-02-06,14:24:00,Cash,228.0,7.0
875-46-5808,C,Edmonton,Member,Male,Health and beauty,25.9,10.0,12.95,2019-02-06,14:51:00,Ewallet,259.0,9.0
811-35-1094,C,Edmonton,Member,Male,Electronic accessories,50.45,6.0,15.135,2019-02-06,15:16:00,Credit card,302.7,9.0
727-46-3608,C,Edmonton,Member,Female,Food and beverages,20.01,9.0,9.0045,2019-02-06,15:47:00,Ewallet,180.09,4.0
595-86-2894,D,Red Deer,Member,Male,Fashion accessories,96.98,4.0,19.396,2019-02-06,17:20:00,Ewallet,387.92,9.0
351-62-0822,C,Edmonton,Member,Female,Fashion accessories,14.48,4.0,2.896,2019-02-06,18:07:00,Ewallet,57.92,3.0
258-92-7466,A,Calgary,Non-member,Female,Health and beauty,35.68,5.0,8.92,2019-02-06,18:33:00,Credit card,178.4,7.0
373-88-1424,D,Red Deer,Member,Male,Home and lifestyle,35.81,5.0,8.9525,2019-02-06,18:44:00,Ewallet,179.05,
857-67-9057,C,Edmonton,Non-member,Male,Electronic accessories,22.95,10.0,11.475,2019-02-06,19:20:00,Ewallet,229.5,2.0
512-91-0811,D,Red Deer,Non-member,Male,Health and beauty,89.75,1.0,4.4875,2019-02-06,20:05:00,Credit card,89.75,7.0
453-33-6436,B,Calgary,Non-member,Female,Home and lifestyle,93.12,8.0,37.248,2019-02-07,10:09:00,Cash,744.96,7.0
421-95-9805,B,Calgary,Non-member,Female,Electronic accessories,28.96,1.0,1.448,2019-02-07,10:18:00,Credit card,28.96,6.0
635-40-6220,A,Calgary,Non-member,Male,Health and beauty,89.6,8.0,35.84,2019-02-07,11:28:00,Ewallet,716.8,7.0
827-44-5872,C,Edmonton,Member,Female,Food and beverages,54.36,10.0,27.18,2019-02-07,11:28:00,Credit card,543.6,
583-41-4548,D,Red Deer,Non-member,Male,Home and lifestyle,16.67,7.0,5.8345,2019-02-07,11:36:00,Ewallet,116.69,7.0
626-43-7888,D,Red Deer,Non-member,Female,Fashion accessories,60.41,8.0,24.164,2019-02-07,12:23:00,Ewallet,483.28,10.0
380-94-4661,D,Red Deer,Member,Male,Electronic accessories,65.94,4.0,13.188,2019-02-07,13:05:00,Credit card,263.76,7.0
560-49-6611,A,Calgary,Member,Female,Sports and travel,45.58,1.0,2.279,2019-02-07,14:13:00,Cash,45.58,10.0
784-21-9238,D,Red Deer,Member,Male,Sports and travel,10.17,1.0,0.5085,2019-02-07,14:15:00,Cash,10.17,6.0
648-94-3045,A,Calgary,Non-member,Male,Health and beauty,58.95,10.0,29.475,2019-02-07,14:27:00,Ewallet,589.5,8.0
810-60-6344,D,Red Deer,Non-member,Female,Electronic accessories,40.86,8.0,16.344,2019-02-07,14:38:00,Credit card,326.88,6.0
114-35-5271,C,Edmonton,Non-member,Female,Electronic accessories,57.91,8.0,23.164,2019-02-07,15:06:00,Cash,463.28,
430-02-3888,C,Edmonton,Non-member,Male,Electronic accessories,46.02,6.0,13.806,2019-02-07,15:55:00,Cash,276.12,3.0
252-56-2699,A,Calgary,Non-member,Male,Food and beverages,43.19,10.0,21.595,2019-02-07,16:48:00,Ewallet,431.9,8.0
